Machine Vulnerabilities Export,13 Mar 2026 11:51 PM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2026-22795,Low,3.7,0.00017,46,"26 Jan, 2026","26 Feb, 2026","18 Feb, 2026",False,False,False,oracle:openssl;ubuntu:openssl1.0;ubuntu:openssl;openssl:openssl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;debian:openssl;suse:libopenssl-1_1-devel;suse:libopenssl-3-devel;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl1_1;suse:libopenssl1_1-32bit;suse:libopenssl3;suse:libopenssl3-32bit;suse:openssl-3;suse:openssl-1_1;suse:libopenssl-1_1-devel-32bit;suse:libopenssl1_1-hmac;suse:libopenssl1_1-hmac-32bit;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3-x86-64-v3;suse:openssl-3-doc;suse:openssl-1_1-doc;amazon:edk2-ovmf;amazon:edk2-tools;amazon:edk2-tools-doc;amazon:edk2-debuginfo;amazon:edk2-aarch64;amazon:openssl11;amazon:openssl11-libs;amazon:openssl11-devel;amazon:openssl11-static;amazon:openssl11-debuginfo;amazon:openssl-debuginfo;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-perl;amazon:openssl-libs-debuginfo;amazon:openssl-libs;amazon:openssl-snapsafe-libs;amazon:openssl-fips-provider-latest;amazon:openssl;amazon:openssl-debugsource;amazon:openssl-devel;microsoft:hvloader;microsoft:edk2;microsoft:openssl;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-perl;vmware:openssl-libs,"Summary: A vulnerability in OpenSSL's PKCS#12 file processing allows for a Denial of Service (DoS) attack. This issue arises from a type confusion error where an ASN1_TYPE union member is accessed without proper validation, leading to an invalid or NULL pointer dereference. The vulnerability is triggered when a malformed PKCS#12 file is processed, causing the application to crash. Impact: Exploitation of this vulnerability results in a Denial of Service (DoS) by crashing the application processing the malicious file. The issue is assessed as low severity due to the constrained attack vector and the typical trust level of PKCS#12 files. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The vulnerability affects OpenSSL versions 3.6, 3.5, 3.4, 3.3, 3.0, and 1.1.1, but not 1.0.2. The FIPS modules in versions 3.5 and earlier are not impacted as the PKCS#12 implementation is outside the FIPS module boundary. Generated by AI"
CVE-2026-24290,High,7.8,0.0004,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: The vulnerability exists in the Windows Projected File System due to improper access control mechanisms. This flaw allows a local authenticated attacker to elevate their privileges on the affected system. Impact: Exploitation of this vulnerability could enable an attacker to perform actions with higher privileges, potentially compromising system security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2025-11187,Medium,6.1,0.00013,46,"26 Jan, 2026","26 Feb, 2026","06 Mar, 2026",False,False,False,openssl:openssl;oracle:openssl;oracle:openssl-devel;oracle:openssl-libs;oracle:openssl-perl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;ubuntu:libssl-dev;ubuntu:libssl-doc;ubuntu:libssl3;ubuntu:openssl;ubuntu:libssl3t64;debian:openssl;suse:libopenssl-3-devel;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3;suse:libopenssl3-32bit;suse:libopenssl3-x86-64-v3;suse:openssl-3;suse:openssl-3-doc;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl,"Summary: OpenSSL versions 3.6, 3.5, and 3.4 are vulnerable to a stack-based buffer overflow and potential NULL pointer dereference due to improper validation of PBMAC1 parameters in PKCS#12 files during MAC verification. This issue arises when the PBKDF2 salt and keylength parameters are used without validation, potentially leading to a buffer overflow if the keylength exceeds the fixed stack buffer size of 64 bytes. Additionally, if the salt parameter is not an OCTET STRING type, it may result in invalid or NULL pointer dereference. Exploitation requires processing a maliciously crafted PKCS#12 file. Impact: Exploitation of this vulnerability can lead to a denial of service (DoS) by crashing the application or, depending on platform mitigations, arbitrary code execution. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The issue is assessed as moderate severity due to the uncommon use of untrusted PKCS#12 files in applications. OpenSSL versions 3.3, 3.0, 1.1.1, and 1.0.2 are not affected as they do not support PBMAC1 in PKCS#12. The FIPS modules in versions 3.6, 3.5, and 3.4 are not affected as PKCS#12 processing is outside the OpenSSL FIPS module boundary. Generated by AI"
CVE-2026-25186,Medium,5.5,0.00051,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A vulnerability in Windows Accessibility Infrastructure (ATBroker.exe) enables an authorized attacker to locally disclose sensitive information to unauthorized actors. Impact: Exploitation of this vulnerability could lead to unauthorized access to sensitive information, potentially compromising system confidentiality. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2025-68160,Low,3.7,0.00016,45,"27 Jan, 2026","26 Feb, 2026","18 Feb, 2026",False,False,False,oracle:openssl;ubuntu:openssl1.0;ubuntu:openssl;openssl:openssl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;debian:openssl;suse:libopenssl-1_1-devel;suse:libopenssl-3-devel;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl1_1;suse:libopenssl1_1-32bit;suse:libopenssl3;suse:libopenssl3-32bit;suse:openssl-3;suse:libopenssl-1_0_0-devel;suse:libopenssl10;suse:libopenssl1_0_0;suse:libopenssl1_0_0-hmac;suse:openssl-1_0_0;suse:openssl-1_1;suse:libopenssl-1_1-devel-32bit;suse:libopenssl1_1-hmac;suse:libopenssl1_1-hmac-32bit;suse:libopenssl-1_0_0-devel-32bit;suse:libopenssl1_0_0-32bit;suse:libopenssl1_0_0-hmac-32bit;suse:openssl-1_0_0-doc;suse:libopenssl-devel;suse:openssl;suse:openssl-doc;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3-x86-64-v3;suse:openssl-3-doc;suse:libopenssl1_0_0-steam;suse:libopenssl1_0_0-steam-32bit;suse:openssl-1_0_0-cavs;suse:openssl-1_1-doc;amazon:edk2-ovmf;amazon:edk2-tools;amazon:edk2-tools-doc;amazon:edk2-debuginfo;amazon:edk2-aarch64;amazon:openssl;amazon:openssl-libs;amazon:openssl-devel;amazon:openssl-static;amazon:openssl-perl;amazon:openssl-debuginfo;amazon:openssl11;amazon:openssl11-libs;amazon:openssl11-devel;amazon:openssl11-static;amazon:openssl11-debuginfo;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-libs-debuginfo;amazon:openssl-snapsafe-libs;amazon:openssl-fips-provider-latest;amazon:openssl-debugsource;microsoft:hvloader;microsoft:edk2;microsoft:openssl;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-perl;vmware:openssl-libs,"Summary: A vulnerability in OpenSSL's line-buffering BIO filter (BIO_f_linebuffer) can lead to a heap-based out-of-bounds write when writing large, newline-free data into a BIO chain where the next BIO performs short writes. This issue can cause memory corruption, potentially resulting in application crashes and Denial of Service (DoS). The vulnerability affects OpenSSL versions 3.6, 3.5, 3.4, 3.3, 3.0, 1.1.1, and 1.0.2. The line-buffering BIO filter is not commonly used in default configurations, and exploitation scenarios are considered unlikely. Impact: Exploitation of this vulnerability can lead to memory corruption, causing application crashes and resulting in Denial of Service (DoS). Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The vulnerability is assessed as low severity due to the unlikely circumstances under which it can be exploited. The FIPS modules in OpenSSL versions 3.6, 3.5, 3.4, 3.3, and 3.0 are not affected as the BIO implementation is outside the FIPS module boundary. Generated by AI"
CVE-2025-15467,Critical,9.8,0.0101,46,"26 Jan, 2026","26 Feb, 2026","06 Mar, 2026",False,False,False,oracle:openssl;ubuntu:openssl;openssl:openssl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;debian:openssl;suse:libopenssl-3-devel;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl3;suse:libopenssl3-32bit;suse:openssl-3;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3-x86-64-v3;suse:openssl-3-doc;amazon:openssl-perl;amazon:openssl-libs-debuginfo;amazon:openssl-debuginfo;amazon:openssl-libs;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-fips-provider-latest;amazon:openssl-snapsafe-libs;amazon:openssl;amazon:openssl-debugsource;amazon:openssl-devel;microsoft:edk2;microsoft:openssl;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-perl;vmware:openssl-libs,"Summary: A vulnerability in OpenSSL allows a stack buffer overflow when parsing CMS AuthEnvelopedData or EnvelopedData messages with maliciously crafted AEAD parameters. This occurs due to improper validation of the Initialization Vector (IV) length in ASN.1 parameters, leading to a stack-based out-of-bounds write. Exploitation can occur without valid key material, as the overflow happens before authentication or tag verification. Impact: Exploitation of this vulnerability can result in application crashes (Denial of Service) or potentially remote code execution, depending on platform and toolchain mitigations. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The issue affects OpenSSL versions 3.0 through 3.6 but does not impact OpenSSL 1.1.1, 1.0.2, or the FIPS modules in the affected versions. Applications parsing untrusted CMS or PKCS#7 content using AEAD ciphers like AES-GCM are particularly vulnerable. Generated by AI"
CVE-2026-25171,High,7.0,0.00032,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A vulnerability exists in Windows Authentication Methods due to a use-after-free condition, which can be exploited by an authorized attacker to elevate privileges locally. Impact: Successful exploitation may allow an attacker to gain elevated privileges on the affected system, potentially leading to unauthorized access or control. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2025-69418,Low,3.6,5E-05,46,"26 Jan, 2026","26 Feb, 2026","18 Feb, 2026",False,False,False,oracle:openssl;ubuntu:openssl1.0;ubuntu:openssl;openssl:openssl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;debian:openssl;suse:libopenssl-1_1-devel;suse:libopenssl-3-devel;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl1_1;suse:libopenssl1_1-32bit;suse:libopenssl3;suse:libopenssl3-32bit;suse:openssl-3;suse:openssl-1_1;suse:libopenssl-1_1-devel-32bit;suse:libopenssl1_1-hmac;suse:libopenssl1_1-hmac-32bit;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3-x86-64-v3;suse:openssl-3-doc;suse:openssl-1_1-doc;amazon:edk2-ovmf;amazon:edk2-tools;amazon:edk2-tools-doc;amazon:edk2-debuginfo;amazon:edk2-aarch64;amazon:openssl11;amazon:openssl11-libs;amazon:openssl11-devel;amazon:openssl11-static;amazon:openssl11-debuginfo;amazon:openssl-debuginfo;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-perl;amazon:openssl-libs-debuginfo;amazon:openssl-libs;amazon:openssl-snapsafe-libs;amazon:openssl-fips-provider-latest;amazon:openssl;amazon:openssl-debugsource;amazon:openssl-devel;microsoft:hvloader;microsoft:edk2;microsoft:openssl;microsoft:nodejs24;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-perl;vmware:openssl-libs,"Summary: A vulnerability in OpenSSL's low-level OCB API affects hardware-accelerated builds using AES-NI or similar paths. When inputs are not a multiple of 16 bytes, the final partial block may remain unencrypted and unauthenticated, exposing 1-15 bytes of data in cleartext. This issue does not impact typical OpenSSL users employing the EVP interface or TLS protocols, as these implementations handle data in a manner that avoids the vulnerable code path. The issue is present in OpenSSL versions 3.6, 3.5, 3.4, 3.3, 3.0, and 1.1.1, but not in OpenSSL 1.0.2 or FIPS modules. Impact: Exploitation of this vulnerability could allow an attacker to read or tamper with the trailing bytes of a message without detection, potentially compromising data confidentiality and integrity. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The vulnerability is rated as low severity due to its limited scope, affecting only specific low-level API calls under certain conditions. It does not impact the majority of OpenSSL users or TLS implementations. Generated by AI"
CVE-2026-24293,High,7.8,0.00045,4,"09 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A vulnerability exists in the Windows Ancillary Function Driver for WinSock, where a NULL pointer dereference can be exploited by a local authenticated attacker to elevate privileges. Impact: Successful exploitation could allow an attacker to gain elevated privileges on the affected system, potentially compromising its security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-25190,High,7.8,0.00054,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: An untrusted search path vulnerability exists in the Windows GDI component, which could allow attackers to execute arbitrary code locally or remotely. Impact: Exploitation of this vulnerability could lead to unauthorized code execution, potentially compromising system integrity and security. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The vulnerability is associated with the GDI component in Microsoft Windows, and it involves an untrusted search path flaw. Generated by AI"
CVE-2025-15468,Low,3.7,0.00052,46,"26 Jan, 2026","26 Feb, 2026","06 Mar, 2026",False,False,False,openssl:openssl;oracle:openssl;oracle:openssl-devel;oracle:openssl-libs;oracle:openssl-perl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;ubuntu:libssl-dev;ubuntu:libssl-doc;ubuntu:libssl3;ubuntu:openssl;ubuntu:libssl3t64;debian:openssl;suse:libopenssl-3-devel;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3;suse:libopenssl3-32bit;suse:libopenssl3-x86-64-v3;suse:openssl-3;suse:openssl-3-doc;amazon:openssl-debuginfo;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-perl;amazon:openssl-libs-debuginfo;amazon:openssl-libs;amazon:openssl-snapsafe-libs;amazon:openssl-fips-provider-latest;amazon:openssl;amazon:openssl-debugsource;amazon:openssl-devel;microsoft:openssl;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-libs;vmware:openssl-perl,"Summary: A vulnerability in OpenSSL's SSL_CIPHER_find() function can cause a NULL pointer dereference when a QUIC protocol client or server receives an unknown cipher suite from the peer. This issue, introduced in OpenSSL version 3.2 with QUIC protocol support, leads to abnormal process termination, resulting in a Denial of Service (DoS). The issue is assessed as low severity due to its limited occurrence in typical applications. Impact: Exploitation of this vulnerability can result in a Denial of Service (DoS) by causing the affected application to crash. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The vulnerability does not affect OpenSSL versions 3.0, 1.1.1, and 1.0.2. FIPS modules in versions 3.6, 3.5, 3.4, and 3.3 are also unaffected as the QUIC implementation is outside the FIPS module boundary. Generated by AI"
CVE-2026-25187,High,7.8,0.00122,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: An improper link resolution vulnerability exists in Winlogon, where the mechanism for resolving links before file access ('link following') is flawed. This issue enables an authorized attacker to locally elevate their privileges. Impact: Exploitation of this vulnerability could allow an attacker to gain elevated privileges on the affected system, potentially leading to unauthorized access or control. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-23671,High,7.0,0.00029,3,"10 Mar, 2026","10 Mar, 2026","13 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A race condition vulnerability exists in the Windows Bluetooth RFCOM Protocol Driver, allowing an authenticated attacker to elevate privileges locally by exploiting improper synchronization during concurrent execution. Impact: Successful exploitation could enable an attacker to perform actions with elevated privileges, potentially compromising system security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-25176,High,7.8,0.00042,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: The Windows Ancillary Function Driver for WinSock contains a vulnerability due to improper access control, enabling an authorized attacker to locally elevate privileges. Impact: Exploitation of this vulnerability could allow an attacker to gain elevated privileges on the affected system, potentially leading to unauthorized access or control. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-26132,High,7.8,0.00059,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A vulnerability exists in the Windows Kernel involving a use-after-free condition, which can be exploited by an authorized attacker to elevate privileges locally. Impact: Successful exploitation could allow an attacker to gain elevated privileges, potentially compromising system security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-25165,High,7.8,0.00045,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,Summary: A vulnerability exists in Windows Performance Counters where a null pointer dereference can be exploited by an authorized attacker to elevate privileges locally. Impact: Exploitation of this vulnerability could allow an attacker to gain elevated privileges on the affected system. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI
CVE-2026-24289,High,7.8,0.00062,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A use-after-free vulnerability exists in the Microsoft Windows Kernel, which could allow a local authenticated attacker to elevate privileges on the system. Impact: Exploitation of this vulnerability enables an attacker to perform actions with elevated privileges, potentially compromising system security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2025-69419,Low,3.3,0.00061,46,"26 Jan, 2026","26 Feb, 2026","24 Feb, 2026",False,False,False,oracle:compat;oracle:openssl;ubuntu:openssl1.0;ubuntu:openssl;openssl:openssl;centos:openssl;centos:openssl-devel;centos:openssl-libs;centos:openssl-perl;centos:compat-openssl11;red_hat:openssl;red_hat:openssl-devel;red_hat:openssl-libs;red_hat:openssl-perl;red_hat:compat-openssl11;debian:openssl;suse:libopenssl-1_1-devel;suse:libopenssl-3-devel;suse:libopenssl-3-fips-provider;suse:libopenssl-3-fips-provider-32bit;suse:libopenssl1_1;suse:libopenssl1_1-32bit;suse:libopenssl3;suse:libopenssl3-32bit;suse:openssl-3;suse:openssl-1_1;suse:libopenssl-1_1-devel-32bit;suse:libopenssl1_1-hmac;suse:libopenssl1_1-hmac-32bit;suse:libopenssl-3-devel-32bit;suse:libopenssl-3-fips-provider-x86-64-v3;suse:libopenssl3-x86-64-v3;suse:openssl-3-doc;suse:openssl-1_1-doc;amazon:edk2-ovmf;amazon:edk2-tools;amazon:edk2-tools-doc;amazon:edk2-debuginfo;amazon:edk2-aarch64;amazon:openssl11;amazon:openssl11-libs;amazon:openssl11-devel;amazon:openssl11-static;amazon:openssl11-debuginfo;amazon:openssl-debuginfo;amazon:openssl-fips-provider-latest-debuginfo;amazon:openssl-snapsafe-libs-debuginfo;amazon:openssl-perl;amazon:openssl-libs-debuginfo;amazon:openssl-libs;amazon:openssl-snapsafe-libs;amazon:openssl-fips-provider-latest;amazon:openssl;amazon:openssl-debugsource;amazon:openssl-devel;microsoft:hvloader;microsoft:edk2;microsoft:openssl;alpine:openssl;alma_linux:openssl;alma_linux:openssl-devel;alma_linux:openssl-libs;alma_linux:openssl-perl;wolfi:openssl;chainguard:libcrypto3-2.34;chainguard:openssl;rocky_linux:compat-openssl11;rocky_linux:openssl;rocky_linux:openssl-libs;red_hat:openssl-debuginfo;red_hat:openssl-debugsource;red_hat:openssl-libs-debuginfo;minimus:openssl;vmware:openssl;vmware:openssl-c_rehash;vmware:openssl-devel;vmware:openssl-docs;vmware:openssl-perl;vmware:openssl-libs,"Summary: A vulnerability in OpenSSL, identified as CVE-2025-69419, involves an out-of-bounds write when processing a maliciously crafted PKCS#12 file with a BMPString (UTF-16BE) friendly name containing non-ASCII BMP code points. This issue arises in the OPENSSL_uni2utf8() function during UTF-8 conversion, leading to memory corruption. The vulnerability is exploitable via the PKCS12_get_friendlyname() API, potentially causing a one-byte write outside the allocated buffer. Impact: Exploitation of this vulnerability can result in memory corruption, leading to a denial of service or potentially arbitrary code execution. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: The issue affects OpenSSL versions 3.6, 3.5, 3.4, 3.3, 3.0, and 1.1.1, but not version 1.0.2. The FIPS modules in these versions are not impacted as the PKCS#12 implementation lies outside the OpenSSL FIPS module boundary. Generated by AI"
CVE-2026-24296,High,7.0,0.00029,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: A race condition vulnerability exists in the Windows Device Association Service, where concurrent execution using shared resources with improper synchronization allows an authorized attacker to elevate privileges locally. Impact: Exploitation of this vulnerability could enable an attacker to gain elevated privileges on the affected system, potentially compromising its security. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-26128,High,7.8,0.0004,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: The vulnerability involves improper authentication in the Windows SMB Server, which permits an authorized attacker to elevate privileges locally. Impact: Exploitation of this vulnerability could allow an attacker to gain elevated privileges on the affected system, potentially leading to unauthorized access or control. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2026-26111,High,8.8,0.00063,3,"10 Mar, 2026","10 Mar, 2026","13 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: An integer overflow or wraparound vulnerability exists in the Windows Routing and Remote Access Service (RRAS), potentially allowing attackers to execute arbitrary code over a network. Impact: Exploitation of this vulnerability could lead to unauthorized code execution, compromising system integrity and security. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: There is conflicting information regarding whether the attacker requires authorization to exploit this vulnerability. Further investigation is recommended to clarify this aspect. Generated by AI"
CVE-2026-23674,High,7.5,0.0009,3,"10 Mar, 2026","10 Mar, 2026","12 Mar, 2026",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022;microsoft:windows_server_2025,"Summary: The vulnerability in Microsoft Windows involves improper resolution of path equivalence in the MapUrlToZone function, allowing unauthorized attackers to bypass security features over a network. Exploitation can occur through specially crafted requests, enabling attackers to circumvent access restrictions and potentially perform actions requiring higher privileges. Impact: Exploitation of this vulnerability could allow attackers to bypass security restrictions, potentially leading to unauthorized access and execution of privileged operations. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
